華語詞,序號,客語漢字,客語拼音,標籤,備註
昆蟲,1,蟲仔,cung11 e31,,
昇華,0,昇華,siin24 fa11,,
明文,0,明文,min11  vun11,,
明文規定,0,明文規定,min11 vun11 gui24 tin55,,
明令,0,明令,min11 lin55,,
明目張膽,0,明目張膽,min11 mug2 zong24 dam31,,
明示,0,明示,min11  sii55,,
明快,0,流掠,liu11 liag5,,
明言,0,講清楚,gong31 qin24 cu31,,
明亮,0,光,gong24,,
明信片,0,明信片,min11 xin55 pien31,,
明哲,0,明哲,min11 zad2,,
明哲,1,明智,min11 zii55,,
明珠,0,明珠,min11 zu24,,
明道,0,明道,min11 to55,,
明道,1,光明个路,gong24 min11 ge55 lu55,,
明德,0,明德,min11 ded2 ,,
明辨,0,明辨,min11 pien55,,
明瞭,0,明瞭,min11 liau31,,
明證,0,明證,min11 ziin55,,
昏倒,0,昏倒,fun24  do31,,
昏厥,0,昏厥,fun24 kied5,,
昏厥,1,昏迷,fun24 mi11,,
昏暗,0,昏暗,fun24 am55,,
昏暗,1,暗暗,am55 am55,,
昏睡,0,昏睡,fun24 soi55,,
易主,0,換主人,von55 zu31 ngin11,,
服兵役,0,服兵役,fug5 bin24 id5,,
服兵役,1,做兵,zo55 bin24,,
服務生,0,服務生,fug5 vu55 sen24,,
服務生,1,走桌,zeu31 zog2,,
服務員,0,服務員,fug5 vu55 ien11,,
服從,0,服從,fug5 qiung11,,
服勤,0,服勤,fug5 kiun11,,
杯子,0,杯仔,bi24 e31,,
杯水車薪,0,杯水車薪,bi24 sui31 ca24 xin24,,
杯水車薪,1,無較增,mo11 ka55 zang24,,
杯水車薪,2,無濟於事,vu11 ji55 i11 sii55,,
東山再起,0,東山再起,dung24 san24 zai55 hi31,,
東北方,0,東北方,dung24 bed2 fong24,,
東北角,0,東北角,dung24 bed2 gog2,,
東北亞,0,東北亞,dung24 bed2 a31,,
東正教,0,東正教,dung24 ziin55 gau55,,
東沙群島,0,東沙群島,dung24 sa24 kiun11 do31,,
東非,0,東非,dung24 fi24,,
東洋,0,東洋,dung24 iong11,,
東郊,0,東郊,dung24 gau24,,
東面,0,東面,dung24 mien55,,
東窗事發,0,東窗事發,dung24 cung24 sii55  fad2 ,,
東進,0,東進,dung24 jin55,,
東道主,0,東道主,dung24 to55 zu31,,
東道主,1,主人,zu31 ngin11,,
東廠,0,東廠,dung24 cong31,,
東邊,0,東片,dung24 pien31,,
松林,0,松林,qiung11 lim11,,
松果,0,松果,qiung11 go31,,
松柏,0,松柏,qiung11 bag2,,
松鼠,0,膨尾鼠,pong55 mi24 cu31,,
松樹,0,松樹,qiung11 su55,,
枇杷,0,枇杷,pi11 pa11,,
枕頭,0,枕頭,ziim31 teu11,,
林木,0,樹仔,su55 e31,,
林林總總,0,堆山塞海,doi24 san24 sed2 hoi31,,
林相,0,林相,"lim11 xiong55 
",,
林務,0,林務,lim11 vu55,,
林業,0,林業,lim11 ngiab5,,
林蔭,0,蔭影下,lim55 iang31 ha24,,
果子,0,果子,go31 zii31,,
果汁,0,果汁,go31 ziib2,,
果汁機,0,果汁機,go31 ziib2 gi24,,
果皮,0,果皮,go31 pi11,,
果肉,0,肉,ngiug2,,
果決,0,決裁,gied2 cai11,,
果決,1,煞手,sad2 su31,,
果決,2,決截,gied2 jied2 ,,
果品,0,果品,go31 pin31,,
果真,0,斷真,don55 ziin24,,
果然,0,果然,go31 ien11,,
果然,1,確確係,kog2 kog2 he55,,
果園,0,果園,go31 ien11,,
果園,1,果子園,go31 zii31 ien11,,
果腹,0,充飢,cung24 gi24,,
果樹,0,果樹,go31 su55,,
果樹,1,果作,go31 zog2,,
果糖,0,果糖,go31 tong11,,
果嶺,0,果嶺,go31 liang24,,
果醬,0,果醬,go31 jiong55,,
枝條,0,椏桍,a24 kua31,,
枝條,1,椏桍,va24 kua31,,
枝幹,0,樹梗,su55 guang31,,
枝葉,0,枝葉,gi24 iab5,,
欣欣,0,欣欣,hiun24 hiun24 ,,
欣欣,1,歡喜,hon24 hi31,,
欣欣,2,興盛,hin24 siin55,,
欣喜,0,歡喜,fon24 hi31,,
欣然,0,歡喜个,fon24 hi31 ge55,,
武士,0,武士,vu31 sii55,,
武打,0,武打,vu31 da31,,
武俠,0,武俠,vu31  hiab5,,
武術,0,武術,vu31 sud5,,
武戲,0,武戲,vu31 hi55,,
武斷,0,武斷,vu31 don55,,
武斷,1,決截,gied2 jied2,,
歧異,0,爭差,zang24 ca24,,
歧異,1,所爭,so31 zang24,,
河床,0,河床,ho11 cong11,,
河谷,0,河壢,ho11 lag2,,
河堤,0,河堤,ho11 ti11,,
河道,0,河道,ho11 to55,,
沸點,0,沸點,fi55 diam31,,
沸點,1,煮滾个溫度,zu31 gun31 ge55 vun24 tu55,,
油田,0,油田,iu11 tien11,,
油車,0,油車,iu11 ca24,,
油門,0,油門,iu11 mun11,,
油炸,0,用油烰,iung55 iu11 po11,,
油庫,0,油庫,iu11 ku55,,
油料,0,油料,iu11 liau55,,
油桐,0,油桐,iu11 tung11,,
油脂,0,油脂,iu11 zii24,,
油畫,0,油畫,iu11 fa55,,
油煙,0,油煙,iu11 ien24,,
油漆,0,油漆,iu11 qid2,,
油漬,0,油漬,iu11 ji55,,
油漬,1,油漬,iu11 jid2 ,,
油輪,0,油輪,iu11  lun11,,
油燈,0,油燈,iu11 den24,,
油壓,0,油壓,iu11 ab2,,
治水,0,治水,cii55 sui31,,
治平,0,治平,cii55 pin11,,
治本,0,治本,cii55 bun31,,
治病,0,治病,cii55 piang55,,
治國,0,治國,cii55 gued2,,
治喪,0,治喪,cii55 song24 ,,
治標,0,治標,cii55 peu24,,
治標,1,治標,cii55 beu24,,
治權,0,治權,cii55 kien11,,
沼氣,0,沼氣,zeu24 hi55,,
沼澤,0,沼澤,zeu24 ced5,,
沼澤,1,濫仔,lam55 e31,,
沾染,0,感染,gam31 ngiam55,,
沿用,0,沿用,ien11 iung55,,
沿革,0,沿革,ien11 gied2 ,,
沿街,0,沿街,ien11 gie24,,
沿襲,0,沿襲,ien11 xib5,,
況且,0,況且,kong31 qia31 ,,
況且,1,而且,i11 qia31,,
法式,0,法式,fab2 siid2 ,,
法事,0,法事,fab2 sii55,,
法事,1,做齋仔,zo55 zai24 e31,,
法典,0,法典,fab2 dien31,,
法則,0,法則,fab2 zed2,,
法紀,0,法律綱常,fab2  lid5 gong24 song11,,
法郎,0,法郎,fab2 long11,,
法師,0,法師,fab2 sii24,,
法理,0,法理,fab2 li24,,
法會,0,法會,fab2 fi55 ,,
法語,0,法語,fab2 ngi24,,
法學,0,法學,fab2 hog5,,
法辦,0,法辦,fab2 pan55,,
法警,0,法警,fab2 gin31,,
泗水,0,泗水,xi55 sui31,,
泡沫,0,泡沫,pau55 mad5,,
泡沫,1,波,po24,,
泡茶,0,泡茶,pau55 ca11,,
泡湯,0,泡湯,pau55 tong24,,
泡湯,1,洗溫泉,se31 vun24 qien11,,
泡湯,2,無採工,mo11 cai31 gung24,,
泡菜,0,泡菜,pau55 coi55,,
波光,0,波光,bo24 gong24,,
波折,0,波折,po24 zad2 ,,
波浪,0,波浪,bo24 long55,,
波羅,0,波羅,bo24 lo11,,
波瀾,0,變化,bien55 fa55,,世事起伏變化義
泥土,0,泥,nai11,,
泥沙,0,泥沙,nai11 sa24,,
泥沼,0,濫泥窟,lam55 nai11 fud2,,
泥淖,0,濫泥,lam55 nai11,,
泥淖,1,麻煩,ma11 fan11,,
泥漿,0,泥漿,nai11 jiong24,,
泥濘,0,濫濫,lam55 lam55,,
泥濘,1,濫𣼎𣼎仔,lam55 jiog5 jiog5 e31,,
注目,0,看,kon55,,
注定,0,注定,zu55 tin55,,
注視,0,看,kon55,,
泯滅,0,泯滅,min31 med5,,
泳池,0,游泳池,iu11 iun31 cii11,,
泳池,1,泅水池,qiu11 sui31 cii11,,
泳裝,0,泳裝,iun31 zong24,,
炒地皮,0,炒地皮,cau31 ti55 pi11,,
炒飯,0,炒飯,cau31 fan55,,
炙手可熱,0,當受歡迎,dong24 su55 fon24 ngiang11,,
炙手可熱,1,盡出名,qin55 cud2 miang11,,
炙手可熱,2,當有地位,dong24 iu24 ti55 vi55,,
爬山,0,蹶山,kied5 san24,,
爬山,1,跋山,bag2 san24,,
爬升,0,爬升,pa11 siin24,,
爬行,0,爬,pa11,,
爬行,1,蹶,kied5,,
爬蟲,0,爬蟲,pa11 cung11,,
爭光,0,爭光,zen24 gong24,,
爭光,1,爭取名譽,zen24 qi31 miang11 i55,,
爭氣,0,增志,zen55 zii55,,
爭鬥,0,牛相鬥,ngiu11 xiong24 deu55,,
爭鬥,1,牛欄肚鬥牛嫲,ngiu11 lan11 du31 deu55 ngiu11 ma11,,
爭辯,0,詏,au55,,
版面,0,版面,ban31 mien55,,
版畫,0,版畫,ban31 fa55,,
牧草,0,牧草,mug5 co31,,
物力,0,物力,vud5 lid5,,
物色,0,物色,vud5 sed2 ,,
物產,0,物產,vud5 san31,,
物證,0,物證,vud5 ziin55,,
狐狸,0,狐狸,fu11 li11,,
狙擊,0,突擊,tud2 gid2,,
玩火,0,搞火,gau31 fo31,,
玩伴,0,搞伴仔,gau31 pan24 e31,,
玩弄,0,消遣,seu24 kien31,,
玩味,0,好好體會,ho31 ho31 ti31 fi55,,
玩命,0,拿生命講笑,na24 sen24 miang55 gong31 seu55,,
玩法,0,搞法,gau31 fab2,,
玩耍,0,搞,gau31,,
玩笑,0,玩笑,nguan11 seu55,,
玩笑,1,玩笑,van11 seu55,,
玩偶,0,人公仔,ngin11 gung24 e31,,
玩樂,0,搞,gau31,,
玫瑰,0,玫瑰,moi11 gui55,,
玫瑰花,0,玫瑰花,moi11 gui55 fa24,,
盲人,0,盲目仔,mo24 mug2 e31,,
盲人,1,瞨目仔,pu31 mug2 e31,,
盲目,0,毋知漦濞,m11 di24 xiau11 pi55,,
盲點,0,盲點,mong11 diam31,,
直升,0,直升,ciid5 siin24,,
直行,0,直行,ciid5 hang11,,
直系,0,直系,ciid5 he55,,
直系,1,"直系
",ciid5 ne55,,
直言不諱,0,直言不諱,ciid5 ngien11 bud2 fi55,,
直言不諱,1,有話直接講,iu24 fa55 ciid5 jiab2 gong31,,
直射,0,直射,ciid5 sa55,,
直徑,0,直徑,ciid5 gang55,,
直率,0,直道,ciid5 to55 ,,
直率,1,豪爽,ho11 song31,,
直通,0,直通,ciid5 tung24,,
直視,0,直視,ciid5 sii55,,
直腸,0,直腸,ciid5 cong11,,
直達,0,直達,ciid5 tad5,,
直截了當,0,直腸直肚,ciid5 cong11 ciid5 du31,,
直銷,0,直銷,ciid5 seu24,,
直營,0,直營,ciid5 in11,,
直覺,0,直覺,ciid5 gog2,,
直屬,0,直屬,ciid5 sug5,,
知性,0,知性,zii55 xin55,,
知能,0,知能,zii55 nen11,,
知能,1,智慧才能,zii55 fi55 coi11 nen11,,
知會,0,通知,tung24 di24,,
知曉,0,知曉,di24 hiau31,,
社教,0,社會教育,sa55 fi55 gau55 iug2,,
社會學,0,社會學,sa55 fi55 hog5,,
空心,0,空心,kung24 xim24,,
空心菜,0,蕹菜,vung55 coi55,,
空心菜,1,空心菜,kung24 xim24 coi55,,
空手道,0,空手道,kung24 su31 to55,,
空穴來風,0,無影無跡,mo11 iang31 mo11 jiag2,,
空位,0,空位,kung55  vi55,,
空投,0,空投,kung24 teu11,,
空防,0,空防,kung24 fong11,,
空泛,0,空泛,kung55 fam55,,
空泛,1,虛空,hi24 kung24,,
空屋,0,空屋,kung24 vug2,,
空洞,0,虛空,hi24 kung24,,
空降,0,空降,kung24 gong55 ,,
空缺,0,空缺,kung24 kied2,,
空窗期,0,空窗期,kung24 cung24 ki11,,
空等,0,空等,kung24 den31,,
空等,1,白等,pag5 den31,,
空虛,0,空虛,kung24 hi24,,
空話,0,空話,kung24 fa55,,
空隙,0,縫仔,pung55 e31,,
空戰,0,空戰,kung24 zan55,,
空頭,0,空頭,kung24 teu11,,
空轉,0,空轉,kung24 zon31,,
糾結,0,糾結,giu24 gied2,,
糾結,1,打結,da31 gied2,,
糾葛,0,糾葛,giu24 god2,,
糾葛,1,黏牙帶齒,ngiam11 nga11 dai55 cii31,,
糾葛,2,膏膏渧,go11 go11 di11,,
肢解,0,肢解,gi24 gie31,,
肢解,1,分割,fun24 god2 ,,
肥沃,0,肥沃,pi11 vog2,,
肥沃,1,盡有肥,qin55 iu24 pi11,,
肥皂,0,茶箍,ca11 gu24,,
肥美,0,又肥又靚,iu55 pi11 iu55 jiang24,,
肺病,0,肺病,hi55 piang55,,
肺病,1,肺病,fi55 piang55,,
肺結核,0,痰火,tam11 fo31,,
肺臟,0,肺,hi55,,
肺臟,1,肺,fi55,,
臥床,0,倒床,ngo55 cong11,,
臥房,0,間房,gien24 fong11,,
臥虎藏龍,0,臥虎藏龍,ngo55 fu31 cong11 liung11,,
臥室,0,間房,gien24 fong11,,
芝麻,0,麻仔,ma11 e31,,
芬多精,0,芬多精,fun24 do24 jin24,,
芬芳,0,芬芳,fun24 fong24,,
芭樂,0,朳仔,bad5 e31,,
花市,0,花市,fa24 sii55,,
花生,0,番豆,fan24 teu55,,
花用,0,花費,fa24 fi55,,
花甲,0,花甲,fa24 gab2 ,,
花色,0,花色,fa24 sed2 ,,
花車,0,花車,fa24 ca24,,
花招,0,空頭,kung24 teu11,,
花招,1,把戲,ba31 hi55,,
花苞,0,花苞,fa24 bau24,,
花圃,0,花園,fa24 ien11,,
花粉,0,花粉,fa24 fun31,,
花紋,0,花紋,fa24 vun11,,
花酒,0,花酒,fa24 jiu31,,
花圈,0,花圈,fa24 kien24,,
花掉,0,使忒,sii31 ted2 ,,
花絮,0,花絮,fa24 xi55,,
花樣,0,花樣,fa24 iong55,,
花燈,0,花燈,fa24 den24,,
花燈,1,燈籠,den24 nung11,,
花燈,2,燈籠,den24 lung11,,
花錢,0,花錢,fa24 qien11,,
花瓣,0,花瓣,fa24 pan55,,
花籃,0,花籃,fa24 lam11,,
芳香,0,芳香,fong24 hiong24,,
芹菜,0,芹菜,kiun11 coi55,,
虎牙,0,虎牙,fu31 nga11,,
虎虎生風,0,咈咈滾,fud5 fud5 gun31,,
虎視眈眈,0,虎視眈眈,fu31 sii55 ciim55 ciim55,,
虎視眈眈,1,目瞋瞋仔,mug2 ciin24 ciin24 e31,,
虎視眈眈,2,目抌抌仔,mug2 ziim55 ziim55 e31,,
表皮,0,表皮,beu31 pi11,,
表弟,0,表老弟,beu31 lo31 tai24,,
表決權,0,表決權,beu31 gied2 kien11,,
表妹,0,表妹,beu31 moi55,,
表姐,0,表姊,beu31 ji31,,
表哥,0,表哥,beu31 go24,,
表格,0,表格,beu31 gag2 ,,
表率,0,表率,beu31 soi55 ,,
表象,0,表象,beu31 xiong55,,
表演賽,0,表演賽,beu31 ien24 soi55 ,,
表層,0,表層,beu31 cen11,,
表徵,0,表現,beu31 hien55,,
表露,0,表露,beu31 lu55,,
表露,1,表現出來,beu31 hien55 cud2 loi11,,
軋鋼,0,軋鋼,ngad5 gong55,,
迎合,0,迎合,ngiang11 hab5 ,,
迎合,1,跈眾,ten11 zung55,,
迎向,0,迎向,ngiang11 hiong55,,
迎春,0,迎春,ngiang11 cun24,,
迎新,0,迎新,ngiang11 xin24,,
迎頭趕上,0,迎頭趕上,ngiang11 teu11 gon31 song24 ,,
迎頭趕上,1,煞猛逐上去,sad2 mang24 giug2 song24 hi55,,
近在咫尺,0,近近仔,kiun24 kiun24 e31,,
近在眼前,0,近在眼前,kiun55 cai55 ngien31 qien11,,
近在眼前,1,就在面前,qiu55 di55 mien55 qien11,,
近似,0,近似,kiun55 sii55,,
近似,1,相像,xiong24 qiong55,,
近況,0,近況,kiun55 kong31,,
近況,1,恁久个狀況,an31 giu31 ge55 cong55 kong31,,
近視,0,近視,kiun55 sii55,,
近鄰,0,近鄰,kiun55 lin11,,
近親,0,近親,kiun55 qin24,,
返航,0,返航,fan31 hong11,,
金字塔,0,金字塔,gim24 sii55 tab2 ,,
金星,0,金星,gim24 sen24,,
金剛,0,金剛,gim24 gong24,,
金庫,0,金庫,gim24 ku55,,
金紙,0,金紙,gim24 zii31,,
金針,0,金針,gim24 ziim24,,
金條,0,金條,gim24 tiau11,,
金魚,0,金魚,gim24 ng11,,
金黃色,0,金黃色,gim24 vong11 sed2 ,,
金飾,0,金飾,gim24 siid2,,
金鼎獎,0,金鼎獎,gim24 din31 jiong31,,
金箔,0,金箔,gim24 pog5,,
金價,0,金價,gim24 ga55,,
金蓮,0,金蓮,gim24 lien11,,
金質,0,金質,gim24 ziid2,,
長人,0,長人,cong11 ngin11,,
長子,0,長子,zong31 zii31,,
長才,0,長才,cong11 coi11,,
長才,1,特殊才能,tid5 su24 coi11 nen11,,
長治久安,0,長治久安,cong11 cii55 giu31 on24,,
長青,0,長青,cong11 qin24 ,,
長青,1,長青,cong11 qiang24 ,,
長相,0,相貌,xiong55 mau55,,
長相,1,形投仔,hin11 dau11 e31,,
長相,2,人款仔,ngin11 kuan31 e31,,
長紅,0,長紅,cong11 fung11,,
長眠,0,長眠,cong11 min11,,
長笛,0,長笛,cong11 tid5,,
長處,0,長處,cong11 cu55,,
長途,0,長途,cong11 tu11,,
長短,0,長短,cong11 don31,,
長跑,0,長距離走,cong11 ki24 li11 zeu31,,
長跑,1,耐力走,nai55 lid5 zeu31,,
長黑,0,長烏,cong11 vu24,,
長壽,0,長壽,cong11 su55,,
長頸鹿,0,長頸鹿,cong11 giang31 lug5,,
長龍,0,長龍,cong11 liung11 ,,
長龍,1,長長个隊伍,cong11 cong11 ge55 cui55 ng31,,
長驅直入,0,勢如破竹,sii55 i11 po55 zug2,,
門牙,0,當門牙,dong24 mun11 nga11,,
門牙,1,前牙,qie11 nga11,,
門面,0,門面,mun11 mien55,,
門神,0,門神,mun11 siin11,,
門牌,0,門牌,mun11 pai11,,
門禁,0,門禁,mun11 gim55,,
門縫,0,門縫,mun11 pung55,,
阻力,0,阻力,zu31 lid5,,
阻隔,0,阻隔,zu31 gag2,,
阻攔,0,阻攔,zu31 lan11,,
陀螺,0,極樂仔,kid5 log5 e31,,
附和,0,贊同,zan55 tung11,,
附和,1,響應,hiong31 in55,,
附表,0,附表,fu55 beu31,,
附庸,0,附庸,fu55 iung24,,
附著,0,黏著,ngiam11 do31,,
附贈,0,附贈,fu55 zen55,,
附議,0,附議,fu55 ngi55,,
雨天,0,落雨天,log5 i31 tien24,,
雨衣,0,水衣仔,sui31 i24 e31,,
雨具,0,抵雨个工具,di31 i31 ge55 gung24 ki31,,
雨季,0,雨季,i31 gui55,,
雨林,0,雨林,i31 lim11,,
雨後春筍,0,雨後春筍,i31 heu55 cun24 sun31,,
雨傘,0,遮仔,za24 e31,,
青山,0,青山,qiang24 san24,,
青光眼,0,青光眼,qiang24 gong24 ngien31,,
青壯,0,青壯,qiang24 zong55,,
青果,0,青果,qiang24 go31,,
青菜,0,青菜,qiang24 coi55,,
青蛙,0,𧊅仔,guai31 e31,,
青澀,0,青澀,qiang24 seb2 ,,
非同小可,0,非同小可,fi24 tung11 seu31 ko31,,
非同小可,1,無恁該,mo11 an31 goi24,,
非但,0,毋單淨,m11 dan24 qiang55,,
非但,1,不但,bud2 tan55,,
非常時期,0,非常時期,fi24 song11 sii11 ki11,,
非難,0,責備,jid2 pi55,,
非議,0,非議,fi24 ngi55,,
亟待,0,當需要,dong24 xi24 ieu55,,
亮光,0,光線,gong24 xien55,,
亮度,0,亮度,liong55 tu55,,
侵吞,0,侵吞,qim24 tun24,,
便衣,0,便衫,pien55 sam24,,
便車,0,便車,pien55 ca24,,
便是,0,就係,qiu55 he55,,
便溺,0,便溺,pien55 nid5,,
便溺,1,屎尿,sii31 ngiau55,,
便橋,0,便橋,pien55  kieu11,,
便橋,1,架仔橋,ga55 e31 kieu11,,
俏皮,0,活潑,fad5 pad2 ,,
俐落,0,俐落,li55 log5 ,,
俐落,1,流掠,liu11 liag5,,
保重,0,保重,bo31 cung55,,
保值,0,保值,bo31 ciid5 ,,
保溫,0,保溫,bo31 vun24,,
保養品,0,保養品,bo31 iong24 pin31,,
保險人,0,保險人,bo31 hiam31 ngin11,,
保險套,0,保險套,bo31 hiam31 to55,,
保險費,0,保險費,bo31 hiam31 fi55,,
保險箱,0,保險箱,bo31 hiam31 xiong24,,
保證人,0,保證人,bo31 ziin55 ngin11,,
保證書,0,保證書,bo31 ziin55 su24,,
保麗龍,0,保麗龍,po11 li55 long53,,自日語借音
保警,0,保警,bo31 gin31,,
保警,1,警察,gin31 cad2 ,,
保釋,0,保釋,bo31 siid2 ,,
保齡球,0,保齡球,bo31 lin11 kiu11,,
俠客,0,俠客,hiab5 hag2,,
信以為真,0,恅著係真个,lau31 do31 he55 ziin24 ge55,,
信用狀,0,信用狀,xin55 iung55 cong55,,
信守,0,信守,xin55 su31,,
信奉,0,信奉,xin55 fung55,,
信服,0,信服,xin55 fug5,,
信封,0,信封,xin55 fung24,,
信號彈,0,信號彈,xin55 ho55 tan11,,
信譽,0,信譽,xin55 i55,,
冒充,0,冒充,mo55 cung24,,
冒充,1,假做,ga31 zo55,,
冒犯,0,犯著,fam24 do31,,
冒犯,1,跌失人,died2 siid2 ngin11,,
冒犯,2,跌罪人,died2 cui55 ngin11,,
冒用,0,冒用,mo55 iung55,,
冒名,0,冒名,mo55 miang11,,
冒雨,0,涿雨,dug2 i31,,
冒煙,0,出火煙,cud2 fo31 ien24,,
冒領,0,冒領,mo55 liang24,,
削價,0,削價,xiog2 ga55,,
削價,1,減價,gam31 ga55,,
剋星,0,剋星,kied2 sen24,,
前人,0,前人,qien11 ngin11,,
前仆後繼,0,前仆後繼,qien11 pug2 heu55 gi55,,
前日,0,前日,qien11 ngid2,,
前世,0,前世,qien11 se55,,
前兆,0,徵兆,ziin24 seu55,,
前因,0,前因,qien11 in24,,
前因後果,0,前因後果,qien11 in24 heu55 go31,,
前車之鑑,0,教訓,gau55 hiun55,,
前例,0,前例,qien11 li55,,
前門,0,前門,qien11 mun11,,
前奏,0,前奏,qien11 zeu55,,
前哨,0,前哨,qien11 sau55,,
前緣,0,前緣,qien11 ien11,,
前衛,0,前衛,qien11 vi55,,
前導,0,前導,qien11 to24,,
前頭,0,前頭,qien11 teu11,,
前瞻性,0,前瞻性,qien11  zam24  xin55,,
前額,0,前額,qien11 ngiag2,,
前額,1,額頭,ngiag2 teu11,,
勁旅,0,當強个隊伍,dong24 kiong11 ge55 cui55 ng31,,
勁敵,0,勁敵,gin55 tid5,,
勇往直前,0,大膽向前行,tai55 dam31 hiong55 qien11 hang11,,
南半球,0,南半球,nam11 ban55 kiu11,,
南瓜,0,番瓜,fan24 gua24,,
南沙群島,0,南沙群島,nam11 sa24 kiun11 do31,,
南來北往,0,南來北往,nam11 loi11 bed2 vong24,,
南岸,0,南岸,nam11 ngan55,,
南岸,1,南方海岸,nam11 fong24 hoi31 ngan55,,
南洋,0,南洋,nam11 iong11,,
南美,0,南美,nam11 mi24,,
南美洲,0,南美洲,nam11 mi24 zu24,,
南面,0,南片,nam11 pien31,,
南面,1,南片向,nam11 pien31 hiong55,,
南極,0,南極,nam11 kid5,,
南端,0,南端,nam11 don24,,
南端,1,南片,nam11 pien31,,
南管,0,南管,nam11 gon31,,
南歐,0,南歐,nam11 eu24,,
南轅北轍,0,全無共樣,qion11 mo11 kiung55 iong55,,
南邊,0,南片,nam11 pien31,,
卻步,0,卻步,kiog2 pu55,,
卻步,1,頓腳,dun31 giog2,,
厚度,0,賁度,pun24 tu55,,
厚重,0,賁,pun24,,衣物厚重笨重義
厚重,1,穩重,vun31 cung55,,個性敦厚穩重義
厚重,2,貴重,gui55 cung55,,豐厚、有分量義 ， 如：禮物厚重
厚望,0,厚望,heu55 mong55,,
厚愛,0,厚愛,heu55 oi55,,
叛徒,0,叛徒,pan31 tu11,,
叛逆,0,叛逆,pan31 ngiag5,,
叛逆,1,反叛,fan31 pan31,,
叛逆,2,毋順從,m11 sun55 qiung11,,
叛逆,3,毋聽話,m11 tang24 fa55,,
叛國,0,叛國,pan31 gued2,,
叛變,0,叛變,pan31 bien55,,
咨文,0,咨文,zii24 vun11,,
咽喉,0,喉嗹胲,heu11 lien11 goi24,,
哀求,0,哀求,oi24 kiu11,,
哀戚,0,哀戚,oi24 qid2 ,,
哀痛,0,悲傷,bi24 song24,,
哀傷,0,哀傷,oi24 song24,,
哀號,0,抽胲另命,cu11goi24nang55 miang55,,
哀號,1,嘶胲另命,se24 goi24 nang55 miang55,,
哀鴻遍野,0,哀鴻遍野,oi24 fung11 pien55 ia24,,
哀鴻遍野,1,飢寒呻枵个災民,gi24 hon11 cen24 iau24 ge55 gi24 min11,,
品名,0,品名,pin31 miang11,,
品味,0,品味,pin31 mi55,,
品性,0,品性,pin31 xin55,,
品格,0,品格,pin31 gied2,,
品茶,0,品茶,pin31 ca11,,
品評,0,評論,pin11 lun55,,
品管,0,品管,pin31 gon31,,
品德,0,品德,pin31 ded2,,
品德,1,品行,pin31 hen55,,
品類,0,品類,pin31 lui55,,
哈密瓜,0,哈密瓜,ha11 med5 gua24,,
垂危,0,垂危,sui11 ngui11,,
垂危,1,會死吔,voi55 xi31 e11,,
垂危,2,伸一凹氣,cun24 id2 ngiab2 hi55,,
垂死,0,垂死,sui11 xi31,,
垂死,1,臨終,lim11 zung24,,
垂死,2,伸一凹仔氣,cun24 id2 ngiab2 e31 hi55,,
垮臺,0,垮臺,kua31 toi11,,
垮臺,1,倒臺,do31 toi11,,
垮臺,2,橫臺,cang55 toi11,,
城隍,0,城隍,sang11 fong11,,
奏鳴曲,0,奏鳴曲,zeu55 min11 kiug2,,
契合,0,合得來,hab5 e31 loi11,,
契稅,0,契稅,kie55 soi55,,
姨丈,0,姨丈,i11 cong24,,
姨媽,0,阿姨,a24 i11,,
姪女,0,姪女,ciid5 ng31,,
姻緣,0,姻緣,in24 ien11,,
姻親,0,姻親,in24 qin24,,
威士忌,0,威士忌,vi24 sii55 ki55,,
威信,0,威信,vi24 xin55,,
威望,0,威望,vi24 mong55,,
娃娃,0,嬰兒仔,o24 nga55 e31,,
娃娃,1,人公仔,ngin11 gung24 e31,,
客串,0,插花,cab2 fa24,,
客串,1,客串,kied2 con55,,
客車,0,客車,hag2  ca24,,
客家人,0,客家人,hag2 ga24 ngin11,,
客家人,1,客人,hag2 ngin11,,
客氣,0,客氣,hag2 hi55,,
客船,0,客船,hag2 son11,,
客船,1,客船,kied2 son11,,
客棧,0,客棧,hag2 zan55 ,,
客棧,1,旅店,li24 diam55,,
客滿,0,客滿,hag2 man24,,
客輪,0,客輪,hag2 lun11,,
客艙,0,客艙,hag2 cong24,,
宣洩,0,宣洩,xien24 xiab5,,
宣洩,1,疏發心情,so24 fad2 xim24 qin11,,
宣講,0,宣講,xien24 gong31,,
室內樂,0,室內樂,siid2 nui55 ngog5,,
室溫,0,室溫,siid2 vun24,,
封條,0,封條,fung24 tiau11,,
封號,0,封號,fung24 ho55,,
屋子,0,屋仔,vug2 e31,,
屋簷,0,屋簷,vug2 iam11,,
屏風,0,屏風,pin11 fung24,,
屏障,0,屏障,pin11 zong55,,
屏蔽,0,遮蔽,za24 bi55,,
巷子,0,巷仔,hong55 e31,,
巷道,0,街路,gie24 lu55,,
巷戰,0,巷戰,hong55 zan55,,
帝王,0,帝王,di55 vong11,,
帝雉,0,帝雉,di55 cii11,,
帝雉,1,帝雉,di55 cii55,,
帥哥,0,緣投阿哥,ien11 dau11 a24 go24,,
帥哥,1,斯文阿哥,sii24 vun11 a24 go24,,
幽浮,0,幽浮,iu24 fu11 ,,
幽暗,0,暗摸摸仔,am55 mo24 mo24 e31,,
幽暗,1,暗冬冬,am55 dung24 dung24,,
幽暗,2,暗摸叮咚,am55 mo24 din11 dung11,,
