華語詞,序號,客語漢字,客語拼音,標籤,備註
稅基,0,稅基,shoi11 gi53,,
稍稍,0,略略仔,liog2 liog2 er55,,
窗簾,0,窗簾,cung53 liam55,,
童玩,0,童玩,tung55 nguan55 ,,
童星,0,細人明星,se11 ngin55 miang55 sen53,,
童軍,0,童軍,tung55 giun53,,
童書,0,童書,tung55 shu53 ,,
童話,0,童話,tung55 fa11,,
童趣,0,童年个生趣,tung55 ngien55 gai11 sen53 ci11,,
筆下,0,文章个寫作,vun55 zhong53 gai11 sia24 zog5 ,,
筆名,0,筆名,bid5 miang55,,
筆直,0,直直,chid2 chid2,,
筆耕,0,筆耕,bid5 gang53 ,,
筆記,0,筆記,bid5 gi11 ,,
筆墨,0,筆墨,bid5 med2 ,,
筆觸,0,文筆,vun55 bid5,,
等一下,0,等一下,den24 rhid5 ha33 ,,
等不及,0,等毋及,den24 m55 kib2 ,,
等不及,1,"等毋掣
",den24 m55 chad5 ,,
等次,0,等次,den24 cii11,,
等值,0,共價值,kiung33 ga11 chid2,,
等第,0,排名,pai55 miang55 ,,
等號,0,等號,den24 ho33,,
筋疲力盡,0,筋疲力盡,gin53 pi55 lid2 cin33,,
筋骨,0,筋骨,gin53 gud5,,
答案卷,0,答案卷,dab5 on11 gien24,,
答謝,0,答謝,dab5 cia33 ,,
答辯,0,答辯,dab5 pien33 ,,
策動,0,策動,ced5 tung33 ,,
紫外線,0,紫外線,zii24 ngoi33 sien11,,
紫色,0,茄色,kio55 sed5,,
結石,0,結石,gied5 shag2,,
結交,0,結交,gied5 gau53 ,,
結交,1,交摎,gau53 lau53 ,,
結伴,0,湊伴,ceu11 pan53,,
結尾,0,結尾,gied5 mui53 ,,
結社,0,結社,gied5 sha33 ,,
結怨,0,結冤仇,gied5 rhan53 shiu55,,
結核病,0,發痰火,bod5 tam55 fo24 ,,
結訓,0,結訓,gied5 hiun11,,
結紮,0,䌈忒,tag5 ted5 ,,
結晶,0,結晶,gied5 zin53,,
結業,0,結業,gied5 ngiab2 ,,
結夥,0,結黨結派,gied5 dong24 gied5 pai11 ,,
結實,0,結實,gied5 shid2 ,,
結緣,0,結緣,gied5 rhan55,,
結餘,0,結餘,gied5 rhi55,,
結識,0,認識,ngin33 shid5,,
絕地,0,絕地,cied2 ti33,,
絕版,0,絕版,cied2 ban24,,
絕食,0,絕食,cied2 shid2,,
絕望,0,絕望,cied2 mong33,,
絕跡,0,絕跡,cied2 ziag5,,
絕境,0,絕境,cied2 gin11 ,,
絕種,0,絕種,cied2 zhung24 ,,
絞盡腦汁,0,絞盡腦汁,gau24 cin33 no24 zhib5,,
絞盡腦汁,1,想盡辦法,siong24 cin33 pan33 fab5 ,,
絡繹不絕,0,絡繹不絕,log2 rhid2 bud5 cied2 ,,
絡繹不絕,1,連續不斷,lien55 siug2 bud5 ton53 ,,
絢爛,0,燦爛,can11 lan33 ,,
給水,0,分水,bun53 shui24,,
絨毛,0,幼毛仔,rhiu11 mo53 er55,,
絲綢,0,絲綢,sii53 chiu55,,
肅清,0,肅清,siug5 cin53 ,,
肅貪,0,肅貪,siug5 tam53,,
肅穆,0,肅穆,sog5 mug2 ,,
脾氣,0,脾氣,pi55 hi11,,
腋下,0,脥下,kiab2 ha53,,
腔調,0,腔調,kiong53 tiau33,,
菜刀,0,菜刀,coi11 do53 ,,
菜色,0,菜色,coi11 sed5,,
菜鳥,0,生手,sang53 shiu24,,
菜園,0,菜園,coi11 rhan55,,
菠菜,0,角菜,gog5 coi11 ,,
菩薩,0,菩薩,pu55 sad5,,
菸草,0,菸草,rhan53 co24 ,,
菸葉,0,菸葉,rhan53 rhab2 ,,
菸蒂,0,菸屎胐,rhan53 shi24 vud5,,
菸蒂,1,菸節仔,rhan53 zied5 er55,,
萌生,0,產生,san24 sen53 　,,
萌芽,0,發芽,fad5 nga55,,
著力,0,著力, chog2 lid2 ,,
著火,0,著火,chog2 fo24,,
著地,0,落地,log2 ti33 ,,
著急,0,急,gib5,,
著迷,0,沉迷,chim55 mi55 ,,
著迷,1,魂著了,fun55 do24 le53 ,,
著陸,0,飛下來,bui53 ha53 loi55,,
著想,0,著想, chog2 siong24 ,,
著想,1,設想,shad5 siong24 ,,
著實,0,實在,shid2 cai33,,
著稱,0,著稱,zhu11 chin53 ,,
著稱,1,出名,chud5 miang55 ,,
著墨,0,著墨,zhog5 med2 ,,
虛幻,0,虛幻,hi53 fan33 ,,有的字典也讀(fonˇ)
虛心,0,虛心,hi53 sim53,,
虛心,1,謙虛,kiam53 hi53,,
虛弱,0,虛弱,hi53 ngiog2 ,,
虛設,0,虛設,hi53 shad5,,
虛設,1,設了無用,shad2 liau24 mo55 rhung33,,
虛報,0,虛報,hi53 bo11 ,,
虛無,0,虛个,hi53 gai11,,
虛無,1,摸無个,mia53 mo55 gai11,,
蛛絲馬跡,0,蛛絲馬跡,du53 si53 ma53 ziag5,,
街坊,0,鄰舍,lin55 sha11,,
街角,0,街路頭,gai53 lu33 teu55 ,,
街角,1,街路轉角,gai53 lu33 zhon24 gog5 ,,
街景,0,街景,gai53 gin24,,
街舞,0,街舞,gai53 vu24,,
裁軍,0,裁軍,cai55 giun53 ,,
裁減,0,減少,gam24 shau24,,
裁量,0,裁決,cai55 gied5,,
裁撤,0,裁撤,cai55 chad2 ,,
裂痕,0,必痕,bid5 hiun55,,
裂開,0,裂開,lied2 koi53 ,,
裂縫,0,裂縫,lied2 pung33,,
視力,0,視力,shi33 lid2,,
視而不見,0,詐無看著,za11 mo55 kon11 do24 ,,
視界,0,視界,shi33 gai11,,
視若無睹,0,像無看著樣,ciong11 mo55 kon11 do24 rhong33,,
訴狀,0,訴狀,su11 cong33,,
訴苦,0,訴苦,su11 ku24 ,,
訴苦,1,尋人投,cim55 ngin55 teu55 ,,
訴請,0,訴請,su11 ciang24 ,,
診治,0,治療,chi33 liau55,,
診治,1,醫病,rhi53 piang33,,
診察,0,診察,zhin24 cad5,,
註明,0,註明,zhu11 min55,,
註明,1,寫明,sia24 min55,,
詆毀,0,詆毀,di24 fui24 ,,
詆毀,1,抹烏,mad5 vu53 ,,
詐財,0,騙錢,pien11 cien55,,
詐術,0,騙術,pien11 sud2,,
評判,0,裁判,cai55 pan33,,
評析,0,評析,pin55 sid5 ,,
評語,0,評語,pin55 ngi53 ,,
評斷,0,評斷,pin55 don11 ,,
評議,0,評議,pin55 ngi33 ,,
詛咒,0,咒罵,zhiu11 ma11,,
詞句,0,詞句,cii55 gi11,,
詞語,0,詞語,cii55 ngi53 ,,
象牙,0,象牙,siong33 nga55,,
象限,0,象限,siong33 han33,,
象棋,0,象棋,siong33 ki55,,
貯存,0,存起來,cun55 hi24 loi55,,
貴人,0,貴人,gui11 ngin55,,
貴金屬,0,貴金屬,gui11 gim53 shug2,,
貴重,0,貴重,gui11 chung33 ,,
貴國,0,貴國,gui11 gued5,,
貴族,0,貴族,gui11 cug2,,
貶低,0,貶低,bien24 dai53,,
貶抑,0,貶抑,bien24 rhid5,,
買主,0,買主,mai53 zhu24,,
買空賣空,0,買空賣空,mai53 kung53 mai33 kung53 ,,
買帳,0,插佢,cab5 gi55 ,,
買票,0,買票,mai53 piau11 ,,
買通,0,買通,mai53 tung53,,
買通,1,收買,shiu53 mai53,,
費力,0,費力,fui11 lid2 ,,
費時,0,費時,fui11 shi55,,
費時,1,宕時間,tong33 shi55 gien53 ,,
費解,0,費解,fui11 gai24 ,,
費解,1,難了解,nan55 liau24 gai24 ,,
貼切,0,貼切,diab5 cied5,,
貼身,0,貼身,dab5 shin53,,
貼補,0,補貼,bu24 tiab5,,
貿易商,0,貿易商,meu33 rhid2 shong53 ,,
賀卡,0,賀卡,ho33 ka24 ,,
賀喜,0,恭喜,giung53 hi24,,
賀歲,0,祝福過好年,zhug5 fug5 go11 ho24 ngien55 ,,
賀電,0,賀電,ho33 tien33 ,,
趁火打劫,0,趁火打劫,chin11 fo24 da24 giab5,,
趁早,0,趕早,gon24 zo24 ,,
趁勢,0,趁勢,chin11 she11 ,,
超人,0,超人,chau53 ngin55,,
超收,0,超收,chau53 shiu53,,
超收,1,多收,do53 shiu53,,
超車,0,超車,chau53 cha53,,
超音速,0,超音速,chau53 rhim53 sug5,,
超級市場,0,超級市場,chau53 kib5 shi33 chong55,,
超強,0,特別強,tid2 pied2 kiong55,,
超脫,0,超過,chau53 go11,,
超然,0,公正,gung53 zhin11,,
超然,1,中立,zhung53 lib2,,
超新星,0,超新星,chau53 sin53 siang53 ,,
超載,0,超載,chau53 zai11 ,,
越洋,0,越洋,rhad2 rhong55,,
越野車,0,越野車,rhad2 rha53 cha53 ,,
越發,0,還較,han55 ha11,,
越發,1,更加,gien11 ga53,,
越境,0,越境,rhad2 gin11 ,,
跋涉,0,跋涉,bag5 shab2 ,,
跋扈,0,跋扈,pad2 fu11 ,,
跌破眼鏡,0,打爛目鏡,da24 lan33 mug5 giang11 ,,
跌跌撞撞,0,踣踣跢,bo55 bo55 doi53,,
跌價,0,跌價,died5 ga11,,
跑車,0,跑車,pau53 cha53,,
跑馬,0,跑馬,pau53 ma53,,
跑路,0,走路,zeu24 lu33 ,,
跑路,1,走去囥,zeu24 hi11 kong11 ,,
跑路,2,逃走,to55 zeu24 ,,
跑腿,0,承勞仔,shin55 lo55 er55 ,,
跑壘,0,走壘,zeu24 lui24,,
跛腳,0,跛腳,bai55 giog5,,
軸心,0,軸心,chug2 sim53,,
軸線,0,中心線,zhung53 sim53 sien11,,
辜負,0,辜負,gu53 fu11,,
週報,0,週報,zhiu53 bo11 ,,
週期性,0,週期性,zhiu53 ki55 sin11,,
週歲,0,週歲,zhiu53 soi11 ,,
週歲,1,對歲,dui11 soi11 ,,
進士,0,進士,zin11 sii33 ,,
進行曲,0,進行曲,zin11 hang55 kiug5,,
進城,0,進城,zin11 shang55,,
進階,0,進階,zin11 gai53 ,,
進補,0,進補,zin11 bu24,,
進廠,0,進廠,zin11 chong24 ,,
進擊,0,進擊,zin11 gid5,,
郵差,0,送信仔个,sung11 sin11 er55 gai11,,
郵資,0,郵資,rhiu55 zii53,,
郵箱,0,郵箱,rhiu55 siong53 ,,
郵購,0,郵購,rhiu55 gieu11,,
郵戳,0,郵戳,rhiu55 cog5,,
鄉人,0,鄉人,hiong53 ngin55,,
鄉下,0,鄉下,hiong53 ha33,,
鄉下,1,莊下,zong53 ha33,,
鄉土,0,鄉土,hiong53 tu24 ,,
鄉里,0,鄉里,hiong53 li53,,
鄉野,0,鄉野,hiong53 rha53,,
鄉間,0,鄉間,hiong53 gien53 ,,
鄉愁,0,心焦,sim53 ziau53,,
量販店,0,量販店,liong33 fan11 diam11 ,,
鈔票,0,銀票,ngiun55 piau11 ,,
鈔票,1,鈔票,chau53 piau11 ,,
鈣質,0,鈣質,goi11 zhid5,,
開水,1,滾水,gun24 shui24 ,,
開市,0,開市,koi53 shi33 ,,
開光,0,開光,koi53 gong53 ,,
開年,0,開年,koi53 ngien55,,
開宗明義,0,開宗明義,koi53 zung53 min55 ngi33 ,,
開店,0,開店,koi53 diam11 ,,
開拍,0,開始拍電影,koi53 shi24 pog5 tien33 rhang24,,
開明,0,開明,koi53 min55 ,,
開朗,0,開朗,koi53 long11 ,,
開班,0,開班,koi53 ban53,,
開航,0,開航,koi53 hong55,,
開國,0,建國,gien11 gued5,,
開發中國家,0,開發中國家,koi53 fad5 zhung53 gued5 ga53 ,,
開源,0,開源,koi53 ngien55,,
開源節流,0,開源節流,koi53 ngien55 zied5 liu55,,
開路,0,開路,koi53 lu33,,
開路先鋒,0,打頭陣,da24 teu55 chin33,,
開演,0,開始表演,koi53 shi24 biau24 rhan53,,
開端,0,開端,koi53 don53,,
開端,1,開始,koi53 shi24,,
開價,0,開價,koi53 ga11 ,,
開徵,0,開徵,koi53 zhin53,,
開標,0,開標,koi53 biau53 ,,
開課,0,開課,koi53 ko11,,
開講,0,開講,koi53 gong24,,
開闊,0,開闊,koi53 fad5,,
開懷,0,歡喜,fon53 hi24,,
開鑼,0,開鑼,koi53 lo55,,
開鑿,0,開鑿,koi53 cog2 ,,
閒聊,0,譫哆,dam55 de55,,
閒暇,0,閒尞,han55 liau33 ,,
閒暇,1,休閒,hiu53 han55 ,,
閒暇,2,閒時, han55 shi55 ,,
間歇,0,成下,shang55 ha33,,
陽剛,0,陽剛,rhong55 gong53,,
隆重,0,隆重,lung55 chung33 ,,
隆起,0,隆起,lung55 hi24 ,,
隆起,1,拱起,giung24 hi24 ,,
隆隆,0,隆隆,lung55 lung55,,
隊形,0,隊形,chui33 hin55,,
階梯,0,碫仔,don11 er55 ,,
雄心,0,雄心,hiung55 sim53 ,,
雄心勃勃,0,當有雄心,dong53 rhiu53 hiung55 sim53,,
雄風,0,雄風,hiung55 fung53 ,,
雅樂,0,雅音,nga24 rhim53 ,,
集中營,0,集中營,sib2 zhung53 rhang55 ,,
集思廣益,0,,sib2 sii53 gong24 rhid5,,
集資,0,集資,sib2 zii53,,
集聚,0,集聚,sib2 ci33 ,,
集權,0,集權,sib2 kien55,,
雲海,0,雲海,rhun55 hoi24,,
雲梯,0,雲梯,rhun55 toi53,,
雲集,0,雲集,rhun55 sib2,,
雲層,0,雲層,rhun55 cen55,,
雲霄飛車,0,雲霄飛車,rhun55 siau53 fui53 cha53,,
雲霧,0,雲霧,rhun55 vu33,,
韌帶,0,韌帶,ngiun33 dai11,,
項鍊,0,鈸鍊,pad2 lien33 ,,
順手,0,順手,shun33 shiu24,,
順便,0,順便,shun33 pien33 ,,
順風,0,順風,shun33 fung53,,
順從,0,順從,shun33 ciung55,,
順勢,0,順勢,shun33 she11 ,,
順遂,0,順序,shun33 si11 ,,
順遂,1,"順心
",shun33 sim53 ,,
順道,0,順路,shun33 lu33,,
順應,0,順從,shun33 ciung55,,
飭回,0,飭回,chid2 fui55,,
飯碗,0,飯碗,pon33 von24,,
飲宴,0,酒席,ziu24 sid2 ,,
飲茶,0,食茶,shid2 ca55 ,,
飲茶,1,飲茶,rhim24 ca55,,
飲茶,2,啉茶,lim53 ca55 ,,
黃牛,0,黃牛,vong55 ngiu55,,
黃皮書,0,黃皮書,vong55 pi55 shu53,,
黃疸,0,黃疸,vong55 dam24,,
黃鸝,0,黃鶯,vong55 en53,,
黑心,0,烏心,vu53 sim53,,
黑心,1,壞心,fai24 sim53,,
黑手,0,烏手,vu53 shiu24 ,,
黑市,0,烏市,vu53 shi33,,
黑市,1,烏市,ya55 mi53,,
黑夜,0,打暗摸,da24 am11 mo53 ,,
黑板,0,粉牌,fun24 pai55 ,,
黑社會,0,烏社會,vu53 sha33 fui33 ,,
黑社會,1,黑社會,hed5 sha33 fui33 ,,
黑馬,0,烏馬,vu53 ma53,,
黑猩猩,0,烏猩猩,vu53 sen53 sen53 ,,
黑煙,0,烏煙,vu53 rhan53 ,,
黑道,0,烏道,vu53 to33,,
黑影,0,烏影,vu53 rhang24 ,,
黑錢,0,烏錢,vu53 cien55,,
亂世,0,亂世,lon33 she11,,
催化,0,催化,cui53 fa11 ,,
催化劑,0,催化劑,cui53 fa11 zi11,,
催促,0,催促,cui53 cug5,,
催促,1,開聲追,koi53 shang53 dui53 ,,
催討,0,催討,cui53 to24,,
傲慢,0,傲慢,ngau33 man33,,
傲慢,1,挶屎,giug2 shi24,,
傳人,0,傳人,chon55 ngin55,,
傳真,0,傳真,chon55 zhin53,,
傳神,0,傳神,chon55 shin55,,
傳記,0,傳記,chon33 gi11 ,,
傳教,0,傳教,chon55 gau11 ,,
傳教士,0,傳教士,chon55 gau11 sii33 ,,
傳習,0,傳習,chon55 sib2,,
傳單,0,傳單,chon55 dan53 ,,
傳導,0,傳導,chon55 to53,,
傷人,0,傷人,shong53 ngin55,,
傷心,0,傷心,shong53 sim53 ,,
傷殘,0,殘廢,can55 fui11,,
傻子,0,戇仔,ngong11 er55,,
傻瓜,0,戇仔,ngong11 er55,,
傾力,0,傾力,cin24 lid2 ,,
傾盆大雨,0,喊盆大水,hem53 pun55 tai33 shui24 ,,
傾銷,0,傾銷,kin53 siau53,,
僅僅,0,斯,sii33 ,,
募兵,0,募兵,mog5 bin53 ,,
募股,0,募股,mog5 gu24 ,,
募捐,0,募捐,mog5 gien24,,
勢在必行,0,無做做毋得,mo55 zo11 zo11 m55 ded5,,
勢均力敵,0,勢均力敵,she11 giun53 lid2 tid2,,
勤奮,0,勤奮,kin55 fun11 ,,
匯報,0,匯報,fui11 bo11,,
匯聚,0,聚集,ci33 sib2,,
嗅覺,0,鼻个能力,pi33 gai11 nen55 lid2,,
嗓音,0,嗓音,song24 rhim53 ,,
園地,0,園地,rhan55 ti33 ,,
園林,0,庭園,tin55 rhan55,,
園遊會,0,園遊會,rhan55 rhiu55 fui33 ,,
園藝,0,園藝,rhan55 ngi33 ,,
圓形,0,圓形,rhan55 hin55,,
圓桌,0,圓桌,rhan55 zog5,,
圓桌會議,0,圓桌會議,rhan55 zog5 fui33 ngi33,,
圓夢,0,圓夢,rhan55 mung33,,
圓夢,1,實現夢想,shid2 hien33 mung33 siong24,,
塌陷,0,塌下來,lab5 ha53 loi55,,
塔臺,0,塔臺,tab5 toi55,,
塗抹,0,畫,fa33,,
塗抹,1,膏,go55,,
塗料,0,塗料,tu55 liau33 ,,
塗鴉,0,儘採寫,cin24 cai24 sia24,,
塗鴉,1,儘採畫,cin24 cai24 vag2,,
塗鴉,2,亂寫,lon33 sia24,,
塗鴉,3,亂畫,lon33 fa33,,
填平,0,屯平,tun55 piang55 ,,
填表,0,填表,tien55 biau24 ,,
填詞,0,填詞,tien55 cii55,,
填滿,0,填滿,tien55 man53 ,,
填滿,1,填淰,tien55 nem53 ,,
奧援,0,𢯭手,ten11 shiu24,,
媽咪,0,阿姆,a33 me53,,
嫁妝,0,嫁妝,ga11 zong53,,
嫁接,0,嫁接,ga11 ziab5,,
嫁接,1,接枝,ziab5 gi53 ,,
嫁禍,0,拿屎著人,na53 shi24 dau55 ngin55 ,,
嫌惡,0,嫌,hiam55,,
嫌隙,0,嫌隙,hiam55 hid5,,
幹事,0,幹事,gon11 sii33 ,,
幹員,0,幹員,gon11 rhan55,,
幹員,1,辦事員,pan33 sii33 rhan55 ,,
廉能,0,廉能,liam55 nen55,,
廉價,0,廉價,liam55 ga11,,
廉價,1,便宜,pien55 ngi55,,
廉潔,0,廉潔,liam55 gied5,,
彙報,0,彙報,fui33 bo11 ,,
彙集,0,收集,shiu53 sib2,,
彙編,0,彙編,fui33 bien53 ,,
微小,0,當細,dong53 se11 　,,
微乎其微,0,微乎其微,mi55 fu55 ki55 mi55,,
微血管,0,微血管,mi55 hied5 gon24,,
微妙,0,奇妙,ki55 miau24 　,,
微波,0,微波,mi55 po53 ,,
微波爐,0,微波爐,mi55 bo53 lu55,,
微粒,0,微粒,mi55 liab5 ,,
微量,0,微量,mi55 liong33 ,,
微微,0,微微,mi55 mi55,,
微微,1,略略,liog2 liog2 ,,
微薄,0,微薄,mi55 pog2,,
想不到,0,想毋著,siong24 m55 do24,,
想必,0,想必,siong24 bid5,,
想見,0,想得著,siong24 ded5 do24 ,,
想念,0,想念,siong24 ngiam33 ,,
想像力,0,想法,siong24 fab5,,
惹禍,0,惹禍,ngia53 fo11,,
愈加,0,還較,han55 ha11 ,,
愈演愈烈,0,越來越嚴重,rhad2 loi55 rhad2 ngiam55 chung33,,
意向,0,意向,rhi11 hiong11 ,,
意念,0,想法,siong24 fab5 　,,
意料,0,意料,rhi11 liau33 ,,
意欲,0,想愛,siong24 oi11 ,,
意境,0,情景,cin55 gin24,,
愚蠢,0,戇當,ngong11 dong11 ,,
愚蠢,1,脧面,zoi53 mien11 ,,
愚蠢,2,脧槌,zoi53 chui55,,
愚蠢,3,勢垤,she11 de11 ,,
愛子,0,惜子,siag5 zii24,,
愛子,1,心肝寶貝,sim53 gon53 bo24 bui11,,
愛惜,0,愛惜,oi11 siag5,,
愛戴,0,尊敬,zun53 gin11,,
愛戀,0,愛戀,oi11 lien33,,
感人,0,感人,gam24 ngin55,,
感言,0,感言,gam24 ngien55,,
感佩,0,感恩,gam24 en53,,
感慨,0,感慨,gam24 koi24,,
感傷,0,感傷,gam24 shong53 ,,
感想,0,感想,gam24 siong24,,
感應,0,感應,gam24 rhin11,,
感觸,0,感觸,gam24 chug5,,
愧疚,0,愧疚,kui11 giu11 ,,
愧疚,1,敗勢,pai33 she11 ,,
慈悲,0,慈悲,cii55 bui53,,
慈愛,0,慈愛,cii55 oi11 ,,
慌張,0,慌張,fong53 zhong53,,
慌亂,0,慌亂,fong53 lon33 ,,
慎防,0,慎防,shim24 fong55,,
戡亂,0,戡亂,kam53 lon33 ,,
損耗,0,損耗,sun24 ho53,,
搏命,0,搏命,bog5 miang33 ,,
搏鬥,0,相㓾鬥打,siong53 chi55 deu11 da24 ,,
搔癢,0,爪痎,zau24 hoi55,,
搖身一變,0,搖身一變,rhau55 shin53 rhid5 bien11,,
搖動,0,搖停動,rhau55 tin53 tung53,,
搖頭,0,搖頭,rhau55 teu55,,
搖擺,0,搖擺,rhau55 bai24,,
搗亂,0,舞射,vu24 sha33,,
搗毀,0,搣爛,med5 lan33 ,,
搜刮,0,搜刮,seu53 guad5,,
搜捕,0,搜捉,seu53 zug5,,
搞不好,0,搣毋好,med5 m55 ho24 ,,
搞不好,1,務毋好,mu11 m55 ho24 ,,
搞丟,0,務跌忒,mu11 died5 ted5 ,,
搞丟,1,打毋見,da24 m55 gien11 ,,
搞定,0,做好,zo11 ho24,,
搞怪,0,變鬼變怪,bien11 gui24 bien11 guai11,,
搞砸,0,搣壞,med5 fai33,,
搞笑,0,搞笑,gau24 siau11 ,,
搞笑,1,撩人笑,liau55 ngin55 siau11 ,,
搞笑,2,當丑,dong53 chiu24 ,,
搞笑,3,古董,gu24 dung24 ,,
搞混,0,搣毋著,med5 m55 chog2 ,,
搞混,1,混插著,fun11 cab5 do24 ,,
搬出,0,搬出,ban53 chud5,,
搬走,0,搬走,ban53 zeu24 ,,
搬家,0,搬家,ban53 ga53 ,,
搬演,0,演出,rhan53 chud5,,
搭訕,0,挑挑尋人講話,tiau53 tiau53 cim55 ngin55 gong24 voi53,,
搭救,0,搭救,dab5 giu11 ,,
搭橋,0,搭橋,dab5 kiau55,,
搶手,0,受歡迎,shiu33 fon53 ngiang55,,
搶劫,0,搶劫,ciong24 giab5,,
搶案,0,搶案,ciong24 on11 ,,
搶眼,0,搶眼,ciong24 ngan24,,
搶奪,0,搶奪,ciong24 tod2 ,,
摀住,0,摁等,em53 nen24 ,,
敬畏,0,敬畏,gin11 vui11 ,,
敬重,0,敬重,gin11 chung33,,
敬陪末座,0,鷝瀝屎,bid5 lid5 shi24 ,,
敬愛,0,敬愛,gin11 oi11,,
敬業,0,敬業,gin11 ngiab2 ,,
敬請,0,敬請,gin11 ciang24,,
敬禮,0,敬禮,gin11 li53 ,,
敬禮,1,行禮,hang55 li53 ,,
新手,0,新手,sin53 shiu24,,
新月,0,新月,sin53 ngied2,,
新奇,0,新奇,sin53 ki55,,
新房,0,新房,sin53 fong55 ,,
新知,0,新知識,sin53 di53 shid5 ,,
新近,0,新近,sin53 kiun33 ,,
新政,0,新政,sin53 zhin11,,
新星,0,新星,sin53 siang53,,
新郎,0,新郎,sin53 long55,,
新娘,0,新娘,sin53 ngiong55,,
新家,0,新屋,sin53 vug5,,
新氣象,0,新氣象,sin53 hi11 siong33 ,,
新婚,0,新婚,sin53 fun53,,
新陳代謝,0,新陳代謝,sin53 chin55 toi33 cia33,,
新貴,0,新貴,sin53 gui11 ,,
新詩,0,新詩,sin53 shi53 ,,
新潮,0,新潮,sin53 chau55,,
新潮流,0,新潮流,sin53 chau55 liu55,,
新編,0,新編,sin53 bien53 ,,
新穎,0,新穎,sin53 rhin24,,
新鮮人,0,新鮮人,sin53 sien53 ngin55,,
暈倒,0,昏忒,fun53 ted5,,
暈眩,0,暈暈,hin55 hin55,,
暖冬,0,暖冬,non53 dung53 ,,
暗中,0,偷偷仔,teu53 teu53 er55,,
暗地,0,暗地,am11 ti33 ,,
暗喻,0,暗喻,am11 rhi11 ,,
暗藏,0,暗藏,am11 cong55 　,,
暗戀,0,偷偷愛佢,teu53 teu53 oi11 gi55,,
會友,0,會友,fui33 rhiu53,,
會所,0,會所,fui33 so24 ,,
會客,0,會客,fui33 hag5,,
會師,0,會師,fui33 sii53,,
會務,0,會務,fui33 vu11 ,,
會務,1,會務,fui33 mu11 ,,
會診,0,會診,fui33 zhin24 ,,
會費,0,會費,fui33 fui11,,
會戰,0,相㓾,siong53 chi55,,
會籍,0,會籍,fui33 sid2 ,,
業師,0,業師,ngiab2 sii53 ,,
業經,0,已經,rhi24 gin53,,
極目,0,出力看,chud5 lid2 kon11 ,,
極光,0,極光,kid2 gong53,,
極刑,0,極刑,kid2 hin55,,
極地,0,極地,kid2 ti33 ,,
極品,0,最好个東西,zui11 ho24 gai11 dung53 si53,,
極致,0,極致,kid2 zhi11 ,,
極點,0,最高點,zui11 go53 diam24,,
楷書,0,楷書,koi24 shu53 ,,
楷模,0,楷模,koi24 mu55,,
概括,0,概括,koi24 guad5,,
概要,0,大綱,tai33 gong53,,
概述,0,大概解說,tai33 koi24 gai24 shod5 　,,
榔頭,0,錘仔,chui55 er55 ,,
歇斯底里,0,像神經病樣,ciong11 shin55 gin53 piang33 rhong33 ,,
歲入,0,歲入,soi11 ngib2 ,,
歲出,0,歲出,soi11 chud5,,
歲末,0,年底,ngien55 dai24,,
毀掉,0,毀忒,fui24 ted5,,
毀掉,1,搣壞,med5 fai33,,
毀滅,0,毀滅,fui24 mied2 ,,
毀壞,0,打壞忒,da24 fai33 ted5,,
源源不絕,0,續等緊來,sa11 nen24 gin24 loi55,,
源源不斷,0,源源不斷,ngien55 ngien55 bud5 ton53 ,,
源遠流長,0,源遠流長,ngien55 rhan24 liu55 chong55 ,,
準時,0,準時,zhun24 shi55,,
溜冰,0,溜冰,tiu11 ben53,,
溝渠,0,圳溝,zun11 gieu53 ,,
溪流,0,溪流,hai53 liu55,,
溫水,0,暖暖个水,nun55 nun55 gai11 shui24 ,,
溫床,0,溫床,vun53 cong55,,
溫度計,0,溫度計,vun53 tu33 gie11 ,,
溫帶,0,溫帶,vun53 dai11 ,,
溫情,0,溫情,vun53 cin55,,
溫飽,0,溫飽,vun53 bau24 ,,
溶液,0,溶液,rhung55 rhid2 ,,
溶解,0,溶解,rhung55 gai24,,
溶劑,0,溶劑,rhung55 zi11,,
溺水,0,溺水,nid2 shui24,,
溺斃,0,浸死,zim11 si24,,
溼度,0,溼度,shib5 tu33,,
溼氣,0,溼氣,shib5 hi11,,
溼疹,0,溼疹,shib5 zhin24 ,,
溼潤,0,溼潤,shib5 rhun33 ,,
滅亡,0,滅亡,mied2 mong55,,
滅火器,0,滅火器,mied2 fo24 hi11,,
滑行,0,滑行,vad2 hang55 ,,
滑板,0,滑板,vad2 ban24 ,,
滑梯,0,滑梯,vad2 toi53,,
滑翔,0,滑翔,vad2 siong55,,
滑鼠,0,滑鼠,vad2 chu24,,
滑輪,0,滑輪,vad2 lin11 ,,
煉油,0,榨油,za11 rhiu55,,
煉製,0,提煉,ti55 lien33 ,,
煉製,1,煉製,lien33 zhi11 ,,
煉鋼,0,煉鋼,lien33 gong11 ,,
煉鋼廠,0,煉鋼廠,lien33 gong11 chong24,,
煎熬,0,煎熬,zien53 ngau55,,
煙火秀,0,煙火秀,rhan53 fo24 siu11 ,,
煙火秀,1,打天花炮,da24 tien53 fa53 pau11 ,,
煙囪,0,煙囪,rhan53 cung53 ,,
煙波,0,煙波,rhan53 po53,,
煙花,0,娼妓,chong53 gi53,,
煙花,1,賺食嫲,con33 shid2 ma55,,
煤礦,0,煤礦,moi55 kong11 ,,
煥然一新,0,煥然一新,fon11 rhan55 rhid5 sin53 ,,
